PAOC_label,SEX_label,PINCP,MARHYP,PAP
Females with own children 6 to 17 years only,Female,51000,1997,0
Females with own children 6 to 17 years only,Female,50000,1997,0
Females with own children 6 to 17 years only,Female,50000,1997,0
Females with own children under 6 years only,Female,50000,1997,0
Females with own children 6 to 17 years only,Female,50000,1997,0
Females with own children 6 to 17 years only,Female,50000,1997,0
Females with own children 6 to 17 years only,Female,50000,1997,0
Females with own children 6 to 17 years only,Female,50000,1997,0
Females with own children 6 to 17 years only,Female,50000,1997,0
Females with own children 6 to 17 years only,Female,50000,1997,0
Females with own children 6 to 17 years only,Female,50000,1997,0
Females with own children 6 to 17 years only,Female,50000,1997,0
Females with own children 6 to 17 years only,Female,50000,1997,0
Females with own children 6 to 17 years only,Female,50000,1997,0
Females with own children 6 to 17 years only,Female,46000,1997,0
Females with own children 6 to 17 years only,Female,45000,1997,0
Females with own children 6 to 17 years only,Female,45000,1997,0
Females with own children 6 to 17 years only,Female,45000,1997,0
Females with own children 6 to 17 years only,Female,45000,1997,0
Females with own children under 6 years and 6 to 17 years,Female,45000,1997,0
Females with own children 6 to 17 years only,Female,43050,1997,0
Females with own children 6 to 17 years only,Female,42000,1997,0
Females with own children 6 to 17 years only,Female,42000,1997,0
Females with own children 6 to 17 years only,Female,42000,1997,0
Females with own children 6 to 17 years only,Female,41420,1997,0
Females with own children 6 to 17 years only,Female,40000,1997,0
Females with own children 6 to 17 years only,Female,40000,1997,0
Females with own children 6 to 17 years only,Female,38000,1997,0
Females with own children 6 to 17 years only,Female,36000,1997,0
Females with own children 6 to 17 years only,Female,36000,1997,0
Females with own children 6 to 17 years only,Female,36000,1997,0
Females with own children 6 to 17 years only,Female,35000,1997,0
Females with own children 6 to 17 years only,Female,34600,1997,0
Females with own children 6 to 17 years only,Female,33600,1997,0
Females with own children 6 to 17 years only,Female,32000,1997,0
Females with own children 6 to 17 years only,Female,31800,1997,0
Females with own children 6 to 17 years only,Female,31000,1997,0
Females with own children 6 to 17 years only,Female,31000,1997,0
Females with own children 6 to 17 years only,Female,30000,1997,0
Females with own children 6 to 17 years only,Female,30000,1997,0
Females with own children 6 to 17 years only,Female,30000,1997,0
Females with own children 6 to 17 years only,Female,29000,1997,0
Females with own children 6 to 17 years only,Female,29000,1997,0
Females with own children 6 to 17 years only,Female,28700,1997,0
Females with own children under 6 years and 6 to 17 years,Female,28000,1997,0
Females with own children 6 to 17 years only,Female,27600,1997,0
Females with own children 6 to 17 years only,Female,26700,1997,0
Females with own children 6 to 17 years only,Female,26000,1997,0
Females with own children under 6 years and 6 to 17 years,Female,26000,1997,8000
Females with own children 6 to 17 years only,Female,25600,1997,600
Females with own children 6 to 17 years only,Female,25400,1997,0
Females with own children 6 to 17 years only,Female,24500,1997,0
Females with own children 6 to 17 years only,Female,24000,1997,0
Females with own children 6 to 17 years only,Female,24000,1997,0
Females with own children 6 to 17 years only,Female,23000,1997,0
Females with own children 6 to 17 years only,Female,22000,1997,0
Females with own children 6 to 17 years only,Female,22000,1997,0
Females with own children 6 to 17 years only,Female,22000,1997,0
Females with own children 6 to 17 years only,Female,22000,1997,0
Females with own children 6 to 17 years only,Female,21000,1997,0
Females with own children 6 to 17 years only,Female,20800,1997,0
Females with own children 6 to 17 years only,Female,20800,1997,0
Females with own children 6 to 17 years only,Female,20000,1997,0
Females with own children 6 to 17 years only,Female,20000,1997,0
Females with own children 6 to 17 years only,Female,20000,1997,0
Females with own children 6 to 17 years only,Female,19000,1997,0
Females with own children 6 to 17 years only,Female,19000,1997,0
Females with own children 6 to 17 years only,Female,18800,1997,0
Females with own children 6 to 17 years only,Female,18800,1997,0
Females with own children 6 to 17 years only,Female,18000,1997,0
Females with own children 6 to 17 years only,Female,17500,1997,0
Females with own children 6 to 17 years only,Female,16400,1997,0
Females with own children 6 to 17 years only,Female,16300,1997,0
Females with own children 6 to 17 years only,Female,16000,1997,0
Females with own children 6 to 17 years only,Female,15000,1997,0
Females with own children 6 to 17 years only,Female,15000,1997,0
Females with own children 6 to 17 years only,Female,14400,1997,0
Females with own children 6 to 17 years only,Female,14000,1997,0
Females with own children 6 to 17 years only,Female,13900,1997,0
Females with own children 6 to 17 years only,Female,13200,1997,0
Females with own children 6 to 17 years only,Female,12800,1997,0
Females with own children under 6 years and 6 to 17 years,Female,12300,1997,0
Females with own children 6 to 17 years only,Female,12000,1997,0
Females with own children 6 to 17 years only,Female,12000,1997,0
Females with own children 6 to 17 years only,Female,11000,1997,0
Females with own children 6 to 17 years only,Female,11000,1997,0
Females with own children 6 to 17 years only,Female,10700,1997,0
Females with own children 6 to 17 years only,Female,9000,1997,0
Females with own children 6 to 17 years only,Female,9000,1997,0
Females with own children 6 to 17 years only,Female,8000,1997,0
Females with own children 6 to 17 years only,Female,8000,1997,0
Females with own children 6 to 17 years only,Female,7800,1997,0
Females with own children 6 to 17 years only,Female,7400,1997,0
Females with own children 6 to 17 years only,Female,5000,1997,0
Females with own children 6 to 17 years only,Female,4900,1997,0
Females with own children 6 to 17 years only,Female,2200,1997,0
Females with own children 6 to 17 years only,Female,2000,1997,0
Females with own children 6 to 17 years only,Female,1600,1997,0
Females with own children 6 to 17 years only,Female,1300,1997,0
Females with own children 6 to 17 years only,Female,1200,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children under 6 years and 6 to 17 years,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,0,1997,0
Females with own children 6 to 17 years only,Female,301200,1998,0
Females with own children 6 to 17 years only,Female,260000,1998,0
Females with own children 6 to 17 years only,Female,230000,1998,0
Females with own children 6 to 17 years only,Female,225000,1998,0
Females with own children 6 to 17 years only,Female,200000,1998,0
Females with own children 6 to 17 years only,Female,190000,1998,0
Females with own children 6 to 17 years only,Female,165500,1998,0
Females with own children 6 to 17 years only,Female,150000,1998,0
Females with own children 6 to 17 years only,Female,150000,1998,0
Females with own children 6 to 17 years only,Female,140000,1998,0
Females with own children under 6 years only,Female,135000,1998,0
Females with own children 6 to 17 years only,Female,130000,1998,0
Females with own children 6 to 17 years only,Female,122000,1998,0
Females with own children 6 to 17 years only,Female,120000,1998,0
Females with own children 6 to 17 years only,Female,110000,1998,0
Females with own children 6 to 17 years only,Female,110000,1998,0
Females with own children 6 to 17 years only,Female,110000,1998,0
Females with own children 6 to 17 years only,Female,105000,1998,0
Females with own children 6 to 17 years only,Female,103500,1998,0
Females with own children 6 to 17 years only,Female,101200,1998,0
Females with own children 6 to 17 years only,Female,100200,1998,0
Females with own children 6 to 17 years only,Female,100000,1998,0
Females with own children 6 to 17 years only,Female,100000,1998,0
Females with own children 6 to 17 years only,Female,95000,1998,0
Females with own children 6 to 17 years only,Female,94000,1998,0
Females with own children 6 to 17 years only,Female,92000,1998,0
Females with own children 6 to 17 years only,Female,91500,1998,0
Females with own children 6 to 17 years only,Female,90000,1998,0
Females with own children 6 to 17 years only,Female,89000,1998,0
Females with own children 6 to 17 years only,Female,86600,1998,0
Females with own children 6 to 17 years only,Female,85000,1998,0
Females with own children 6 to 17 years only,Female,83000,1998,0
Females with own children 6 to 17 years only,Female,81400,1998,0
Females with own children 6 to 17 years only,Female,81300,1998,0
Females with own children 6 to 17 years only,Female,80030,1998,0
Females with own children 6 to 17 years only,Female,80000,1998,0
Females with own children 6 to 17 years only,Female,78000,1998,0
Females with own children 6 to 17 years only,Female,76000,1998,0
Females with own children 6 to 17 years only,Female,75000,1998,0
Females with own children 6 to 17 years only,Female,75000,1998,0
Females with own children 6 to 17 years only,Female,70000,1998,0
Females with own children 6 to 17 years only,Female,70000,1998,0
Females with own children 6 to 17 years only,Female,67000,1998,0
Females with own children under 6 years and 6 to 17 years,Female,65000,1998,0
Females with own children 6 to 17 years only,Female,65000,1998,0
Females with own children 6 to 17 years only,Female,64000,1998,0
Females with own children 6 to 17 years only,Female,62300,1998,0
Females with own children 6 to 17 years only,Female,60030,1998,0
Females with own children 6 to 17 years only,Female,60000,1998,0
Females with own children 6 to 17 years only,Female,60000,1998,0
Females with own children 6 to 17 years only,Female,60000,1998,0
Females with own children 6 to 17 years only,Female,60000,1998,0
Females with own children 6 to 17 years only,Female,58000,1998,0
Females with own children 6 to 17 years only,Female,57000,1998,0
Females with own children 6 to 17 years only,Female,55000,1998,0
Females with own children 6 to 17 years only,Female,54000,1998,0
Females with own children 6 to 17 years only,Female,51000,1998,0
Females with own children 6 to 17 years only,Female,50000,1998,0
Females with own children under 6 years only,Female,50000,1998,0
Females with own children 6 to 17 years only,Female,50000,1998,0
Females with own children 6 to 17 years only,Female,50000,1998,0
Females with own children 6 to 17 years only,Female,50000,1998,0
Females with own children 6 to 17 years only,Female,50000,1998,0
Females with own children 6 to 17 years only,Female,50000,1998,0
Females with own children 6 to 17 years only,Female,50000,1998,0
Females with own children 6 to 17 years only,Female,49500,1998,0
Females with own children 6 to 17 years only,Female,49000,1998,0
Females with own children 6 to 17 years only,Female,48000,1998,0
Females with own children 6 to 17 years only,Female,47020,1998,0
Females with own children 6 to 17 years only,Female,47000,1998,0
Females with own children 6 to 17 years only,Female,46000,1998,0
Females with own children 6 to 17 years only,Female,45000,1998,0
Females with own children 6 to 17 years only,Female,45000,1998,0
Females with own children 6 to 17 years only,Female,44000,1998,0
Females with own children 6 to 17 years only,Female,41600,1998,0
Females with own children 6 to 17 years only,Female,40800,1998,0
Females with own children 6 to 17 years only,Female,40400,1998,0
Females with own children 6 to 17 years only,Female,40000,1998,0
Females with own children 6 to 17 years only,Female,40000,1998,0
Females with own children 6 to 17 years only,Female,39200,1998,0
Females with own children 6 to 17 years only,Female,38000,1998,0
Females with own children 6 to 17 years only,Female,36300,1998,0
Females with own children 6 to 17 years only,Female,36000,1998,0
Females with own children 6 to 17 years only,Female,36000,1998,0
Females with own children 6 to 17 years only,Female,35000,1998,0
Females with own children 6 to 17 years only,Female,35000,1998,0
Females with own children 6 to 17 years only,Female,35000,1998,0
Females with own children 6 to 17 years only,Female,35000,1998,0
Females with own children 6 to 17 years only,Female,35000,1998,0
Females with own children 6 to 17 years only,Female,35000,1998,0
Females with own children 6 to 17 years only,Female,34000,1998,0
Females with own children 6 to 17 years only,Female,33100,1998,0
Females with own children 6 to 17 years only,Female,32000,1998,0
Females with own children 6 to 17 years only,Female,32000,1998,0
Females with own children 6 to 17 years only,Female,30000,1998,0
Females with own children 6 to 17 years only,Female,30000,1998,0
Females with own children 6 to 17 years only,Female,29300,1998,0
Females with own children 6 to 17 years only,Female,29000,1998,0
Females with own children 6 to 17 years only,Female,26000,1998,0
Females with own children 6 to 17 years only,Female,26000,1998,0
Females with own children 6 to 17 years only,Female,25500,1998,0
Females with own children 6 to 17 years only,Female,25000,1998,0
Females with own children under 6 years and 6 to 17 years,Female,25000,1998,0
Females with own children 6 to 17 years only,Female,24200,1998,0
Females with own children 6 to 17 years only,Female,24000,1998,0
Females with own children 6 to 17 years only,Female,24000,1998,0
Females with own children 6 to 17 years only,Female,24000,1998,0
Females with own children 6 to 17 years only,Female,24000,1998,0
Females with own children 6 to 17 years only,Female,24000,1998,0
Females with own children 6 to 17 years only,Female,23900,1998,0
Females with own children 6 to 17 years only,Female,22000,1998,0
Females with own children 6 to 17 years only,Female,21000,1998,0
Females with own children 6 to 17 years only,Female,21000,1998,0
Females with own children 6 to 17 years only,Female,20400,1998,0
Females with own children 6 to 17 years only,Female,20000,1998,0
Females with own children 6 to 17 years only,Female,20000,1998,0
Females with own children 6 to 17 years only,Female,20000,1998,0
Females with own children 6 to 17 years only,Female,20000,1998,0
Females with own children 6 to 17 years only,Female,20000,1998,0
Females with own children 6 to 17 years only,Female,20000,1998,0
Females with own children 6 to 17 years only,Female,19600,1998,600
Females with own children 6 to 17 years only,Female,19300,1998,0
Females with own children 6 to 17 years only,Female,19000,1998,0
Females with own children 6 to 17 years only,Female,18000,1998,0
Females with own children 6 to 17 years only,Female,18000,1998,0
Females with own children under 6 years and 6 to 17 years,Female,17000,1998,0
Females with own children 6 to 17 years only,Female,16050,1998,0
Females with own children 6 to 17 years only,Female,16000,1998,0
Females with own children 6 to 17 years only,Female,15300,1998,0
Females with own children under 6 years and 6 to 17 years,Female,15000,1998,0
Females with own children 6 to 17 years only,Female,15000,1998,0
Females with own children 6 to 17 years only,Female,14600,1998,0
Females with own children 6 to 17 years only,Female,14000,1998,0
Females with own children 6 to 17 years only,Female,14000,1998,0
Females with own children 6 to 17 years only,Female,14000,1998,0
Females with own children 6 to 17 years only,Female,14000,1998,0
Females with own children 6 to 17 years only,Female,13000,1998,0
Females with own children 6 to 17 years only,Female,13000,1998,0
Females with own children under 6 years and 6 to 17 years,Female,12200,1998,0
Females with own children 6 to 17 years only,Female,12000,1998,0
Females with own children 6 to 17 years only,Female,12000,1998,0
Females with own children 6 to 17 years only,Female,12000,1998,0
Females with own children 6 to 17 years only,Female,12000,1998,0
Females with own children 6 to 17 years only,Female,12000,1998,0
Females with own children under 6 years and 6 to 17 years,Female,12000,1998,12000
Females with own children 6 to 17 years only,Female,12000,1998,0
Females with own children 6 to 17 years only,Female,10000,1998,0
Females with own children 6 to 17 years only,Female,10000,1998,0
Females with own children 6 to 17 years only,Female,10000,1998,0
Females with own children 6 to 17 years only,Female,9600,1998,0
Females with own children 6 to 17 years only,Female,9000,1998,0
Females with own children 6 to 17 years only,Female,8500,1998,0
Females with own children 6 to 17 years only,Female,7800,1998,0
Females with own children 6 to 17 years only,Female,7100,1998,0
Females with own children under 6 years and 6 to 17 years,Female,6000,1998,0
Females with own children 6 to 17 years only,Female,5500,1998,0
Females with own children 6 to 17 years only,Female,5100,1998,0
Females with own children 6 to 17 years only,Female,5000,1998,0
Females with own children 6 to 17 years only,Female,4600,1998,0
Females with own children 6 to 17 years only,Female,4000,1998,0
Females with own children 6 to 17 years only,Female,3500,1998,0
Females with own children 6 to 17 years only,Female,3400,1998,0
Females with own children 6 to 17 years only,Female,3000,1998,0
Females with own children 6 to 17 years only,Female,2000,1998,0
Females with own children 6 to 17 years only,Female,1000,1998,700
Females with own children 6 to 17 years only,Female,800,1998,0
Females with own children 6 to 17 years only,Female,600,1998,0
Females with own children 6 to 17 years only,Female,460,1998,0
Females with own children 6 to 17 years only,Female,400,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children under 6 years and 6 to 17 years,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children under 6 years and 6 to 17 years,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children under 6 years and 6 to 17 years,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children under 6 years and 6 to 17 years,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children under 6 years and 6 to 17 years,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children under 6 years and 6 to 17 years,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children under 6 years and 6 to 17 years,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,0,1998,0
Females with own children 6 to 17 years only,Female,-5800,1998,0
Females with own children 6 to 17 years only,Female,521000,1999,0
Females with own children 6 to 17 years only,Female,270000,1999,0
Females with own children 6 to 17 years only,Female,220000,1999,0
Females with own children 6 to 17 years only,Female,210000,1999,0
Females with own children 6 to 17 years only,Female,200000,1999,0
Females with own children 6 to 17 years only,Female,196000,1999,0
Females with own children 6 to 17 years only,Female,145000,1999,0
Females with own children 6 to 17 years only,Female,140000,1999,0
Females with own children 6 to 17 years only,Female,127000,1999,0
Females with own children 6 to 17 years only,Female,120000,1999,0
Females with own children 6 to 17 years only,Female,120000,1999,0
Females with own children under 6 years and 6 to 17 years,Female,120000,1999,0
Females with own children 6 to 17 years only,Female,112000,1999,0
Females with own children 6 to 17 years only,Female,107000,1999,0
Females with own children 6 to 17 years only,Female,101000,1999,0
Females with own children 6 to 17 years only,Female,100000,1999,0
Females with own children 6 to 17 years only,Female,100000,1999,0
Females with own children 6 to 17 years only,Female,100000,1999,0
Females with own children 6 to 17 years only,Female,99000,1999,0
Females with own children 6 to 17 years only,Female,95000,1999,0
Females with own children 6 to 17 years only,Female,95000,1999,0
Females with own children 6 to 17 years only,Female,90000,1999,0
Females with own children under 6 years and 6 to 17 years,Female,86000,1999,0
Females with own children 6 to 17 years only,Female,85900,1999,0
Females with own children 6 to 17 years only,Female,82500,1999,0
Females with own children 6 to 17 years only,Female,82000,1999,0
Females with own children 6 to 17 years only,Female,80000,1999,0
Females with own children 6 to 17 years only,Female,80000,1999,0
Females with own children 6 to 17 years only,Female,80000,1999,0
Females with own children 6 to 17 years only,Female,80000,1999,0
Females with own children 6 to 17 years only,Female,80000,1999,0
Females with own children 6 to 17 years only,Female,78000,1999,0
Females with own children 6 to 17 years only,Female,77000,1999,0
Females with own children 6 to 17 years only,Female,76000,1999,0
Females with own children 6 to 17 years only,Female,75000,1999,0
Females with own children 6 to 17 years only,Female,75000,1999,0
Females with own children 6 to 17 years only,Female,73000,1999,0
Females with own children 6 to 17 years only,Female,72500,1999,0
Females with own children 6 to 17 years only,Female,72000,1999,0
Females with own children 6 to 17 years only,Female,70200,1999,0
Females with own children 6 to 17 years only,Female,70000,1999,0
Females with own children under 6 years and 6 to 17 years,Female,70000,1999,0
Females with own children 6 to 17 years only,Female,69600,1999,0
Females with own children 6 to 17 years only,Female,68000,1999,0
Females with own children under 6 years and 6 to 17 years,Female,67290,1999,0
Females with own children 6 to 17 years only,Female,65200,1999,0
Females with own children 6 to 17 years only,Female,64000,1999,0
Females with own children 6 to 17 years only,Female,62000,1999,0
Females with own children 6 to 17 years only,Female,62000,1999,0
Females with own children 6 to 17 years only,Female,60000,1999,0
Females with own children 6 to 17 years only,Female,60000,1999,0
Females with own children 6 to 17 years only,Female,60000,1999,0
Females with own children 6 to 17 years only,Female,57000,1999,0
Females with own children 6 to 17 years only,Female,56000,1999,0
Females with own children 6 to 17 years only,Female,56000,1999,0
Females with own children 6 to 17 years only,Female,55100,1999,0
Females with own children 6 to 17 years only,Female,55000,1999,0
Females with own children 6 to 17 years only,Female,52000,1999,0
Females with own children 6 to 17 years only,Female,51000,1999,0
Females with own children 6 to 17 years only,Female,50000,1999,0
Females with own children 6 to 17 years only,Female,50000,1999,0
Females with own children 6 to 17 years only,Female,50000,1999,0
Females with own children 6 to 17 years only,Female,47000,1999,0
Females with own children under 6 years only,Female,46000,1999,0
Females with own children 6 to 17 years only,Female,46000,1999,0
Females with own children 6 to 17 years only,Female,45000,1999,0
Females with own children 6 to 17 years only,Female,45000,1999,0
Females with own children 6 to 17 years only,Female,45000,1999,0
Females with own children 6 to 17 years only,Female,44300,1999,0
Females with own children 6 to 17 years only,Female,44100,1999,0
Females with own children 6 to 17 years only,Female,43000,1999,0
Females with own children 6 to 17 years only,Female,41200,1999,0
Females with own children 6 to 17 years only,Female,41000,1999,0
Females with own children 6 to 17 years only,Female,40600,1999,0
Females with own children 6 to 17 years only,Female,39800,1999,0
Females with own children 6 to 17 years only,Female,39000,1999,0
Females with own children 6 to 17 years only,Female,38800,1999,0
Females with own children 6 to 17 years only,Female,37500,1999,0
Females with own children 6 to 17 years only,Female,37000,1999,0
Females with own children 6 to 17 years only,Female,36000,1999,0
Females with own children 6 to 17 years only,Female,36000,1999,0
Females with own children 6 to 17 years only,Female,35000,1999,0
Females with own children 6 to 17 years only,Female,35000,1999,0
Females with own children 6 to 17 years only,Female,35000,1999,0
Females with own children 6 to 17 years only,Female,35000,1999,0
Females with own children 6 to 17 years only,Female,35000,1999,0
Females with own children under 6 years and 6 to 17 years,Female,34000,1999,0
Females with own children 6 to 17 years only,Female,32400,1999,0
Females with own children 6 to 17 years only,Female,32000,1999,0
Females with own children 6 to 17 years only,Female,32000,1999,0
Females with own children 6 to 17 years only,Female,32000,1999,0
Females with own children 6 to 17 years only,Female,30000,1999,0
Females with own children 6 to 17 years only,Female,30000,1999,0
Females with own children 6 to 17 years only,Female,30000,1999,0
Females with own children 6 to 17 years only,Female,28000,1999,0
Females with own children 6 to 17 years only,Female,28000,1999,0
Females with own children under 6 years and 6 to 17 years,Female,28000,1999,0
Females with own children 6 to 17 years only,Female,28000,1999,0
Females with own children 6 to 17 years only,Female,27200,1999,0
Females with own children 6 to 17 years only,Female,26900,1999,0
Females with own children 6 to 17 years only,Female,26000,1999,0
Females with own children 6 to 17 years only,Female,24000,1999,0
Females with own children 6 to 17 years only,Female,24000,1999,0
Females with own children 6 to 17 years only,Female,23500,1999,0
Females with own children 6 to 17 years only,Female,23000,1999,0
Females with own children 6 to 17 years only,Female,22200,1999,0
Females with own children 6 to 17 years only,Female,22000,1999,0
Females with own children 6 to 17 years only,Female,20350,1999,350
Females with own children 6 to 17 years only,Female,20000,1999,0
Females with own children 6 to 17 years only,Female,20000,1999,0
Females with own children 6 to 17 years only,Female,20000,1999,0
Females with own children under 6 years and 6 to 17 years,Female,20000,1999,0
Females with own children 6 to 17 years only,Female,18200,1999,0
Females with own children 6 to 17 years only,Female,18000,1999,0
Females with own children 6 to 17 years only,Female,18000,1999,0
Females with own children 6 to 17 years only,Female,15300,1999,0
Females with own children 6 to 17 years only,Female,15200,1999,0
Females with own children 6 to 17 years only,Female,15100,1999,0
Females with own children 6 to 17 years only,Female,15000,1999,0
Females with own children 6 to 17 years only,Female,15000,1999,0
Females with own children 6 to 17 years only,Female,15000,1999,0
Females with own children 6 to 17 years only,Female,14000,1999,0
Females with own children 6 to 17 years only,Female,14000,1999,5000
Females with own children 6 to 17 years only,Female,13200,1999,0
Females with own children 6 to 17 years only,Female,13000,1999,0
Females with own children 6 to 17 years only,Female,12600,1999,0
Females with own children 6 to 17 years only,Female,12000,1999,0
Females with own children 6 to 17 years only,Female,12000,1999,0
Females with own children 6 to 17 years only,Female,11300,1999,0
Females with own children 6 to 17 years only,Female,11000,1999,0
Females with own children 6 to 17 years only,Female,11000,1999,0
Females with own children 6 to 17 years only,Female,10800,1999,0
Females with own children 6 to 17 years only,Female,10000,1999,0
Females with own children 6 to 17 years only,Female,10000,1999,0
Females with own children 6 to 17 years only,Female,10000,1999,0
Females with own children 6 to 17 years only,Female,9600,1999,0
Females with own children 6 to 17 years only,Female,9500,1999,0
Females with own children 6 to 17 years only,Female,9000,1999,0
Females with own children 6 to 17 years only,Female,8000,1999,0
Females with own children 6 to 17 years only,Female,8000,1999,0
Females with own children 6 to 17 years only,Female,8000,1999,0
Females with own children under 6 years and 6 to 17 years,Female,7500,1999,0
Females with own children 6 to 17 years only,Female,7500,1999,0
Females with own children 6 to 17 years only,Female,7100,1999,0
Females with own children 6 to 17 years only,Female,7000,1999,0
Females with own children 6 to 17 years only,Female,7000,1999,0
Females with own children 6 to 17 years only,Female,7000,1999,0
Females with own children 6 to 17 years only,Female,6000,1999,0
Females with own children 6 to 17 years only,Female,5300,1999,0
Females with own children under 6 years and 6 to 17 years,Female,5000,1999,0
Females with own children 6 to 17 years only,Female,5000,1999,0
Females with own children 6 to 17 years only,Female,5000,1999,0
Females with own children under 6 years and 6 to 17 years,Female,4200,1999,0
Females with own children 6 to 17 years only,Female,3900,1999,0
Females with own children under 6 years and 6 to 17 years,Female,3200,1999,0
Females with own children 6 to 17 years only,Female,1600,1999,0
Females with own children 6 to 17 years only,Female,1400,1999,0
Females with own children 6 to 17 years only,Female,1300,1999,0
Females with own children 6 to 17 years only,Female,1200,1999,0
Females with own children 6 to 17 years only,Female,1100,1999,0
Females with own children 6 to 17 years only,Female,1000,1999,0
Females with own children 6 to 17 years only,Female,1000,1999,0
Females with own children under 6 years and 6 to 17 years,Female,850,1999,0
Females with own children 6 to 17 years only,Female,250,1999,0
Females with own children 6 to 17 years only,Female,180,1999,0
Females with own children 6 to 17 years only,Female,10,1999,0
Females with own children 6 to 17 years only,Female,4,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children under 6 years and 6 to 17 years,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children under 6 years and 6 to 17 years,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children under 6 years and 6 to 17 years,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children under 6 years and 6 to 17 years,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children under 6 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children under 6 years and 6 to 17 years,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children under 6 years and 6 to 17 years,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
Females with own children 6 to 17 years only,Female,0,1999,0
